Tax ID,Active Per Last Reported Status,Last Reported Active Date,Officer First Name,Officer Last Name,Officer Race,Officer Gender,Current Rank Abbreviation,Current Rank,Current Command,Shield No,Total Complaints,Total Substantiated Complaints
952624,Yes,08/03/2026 03:51:12 PM,Raymond,Crifasi,White,Male,PO,Police Officer,CT OSS,23566,0,0
952625,Yes,08/03/2026 03:51:12 PM,Catherine,Marousek,White,Female,DT3,Detective,050 DET,04292,1,0
952626,Yes,08/03/2026 03:51:12 PM,Karriza,Cruz,Hispanic,Female,SGT,Sergeant,PROP CLK,03423,3,1
952627,Yes,08/03/2026 03:51:12 PM,Terence,Culkin,White,Male,SGT,Sergeant,FLT SVC,01953,2,0
952628,Yes,08/03/2026 03:51:12 PM,Kara,Cullinane,White,Female,PO,Police Officer,DBMS ECT,02657,1,0
952629,No,08/02/2024 08:50:25 AM,Melanie,Pyramides,Hispanic,Female,PO,Police Officer,030 PCT,31797,3,1
952630,Yes,08/03/2026 03:51:12 PM,Thomas,Cunningham,White,Male,LT,Lieutenant,PSA 4,00000,1,0
952631,Yes,08/03/2026 03:51:12 PM,Joseph,Curto,White,Male,SGT SA,Sergeant,SIB OSI,05072,0,0
952632,Yes,08/03/2026 03:51:12 PM,William,Czech,White,Male,PO,Police Officer,078 PCT,23168,0,0
952633,No,09/02/2014 10:56:48 AM,Andrzej,Dabkowski,White,Male,POM,Police Officer,077 PCT,24207,0,0
952634,Yes,08/03/2026 03:51:12 PM,Renan,Dai,Asian,Male,PO,Police Officer,TD 32,23922,2,1
952635,Yes,08/03/2026 03:51:12 PM,Michael,Daly,White,Male,PO,Police Officer,PSA8 VIPER4,14117,6,2
952636,Yes,08/03/2026 03:51:12 PM,Stephen,Damico,White,Male,SGT,Sergeant,PSAC I SEC,00115,5,0
952637,Yes,08/03/2026 03:51:12 PM,Michael,Dappolonia,White,Male,SGT,Sergeant,024 DET,04128,3,0
952638,Yes,08/03/2026 03:51:12 PM,Kara,Maloney,White,Female,SGT SA,Sergeant,CD OFF,05503,0,0
952639,No,05/02/2023 09:58:57 AM,Antoney,Darling,Black,Male,PO,Police Officer,032 PCT,16855,0,0
952640,No,03/29/2013 09:33:58 AM,James,Davis,White,Male,POM,Police Officer,TB,23945,0,0
952641,Yes,08/03/2026 03:51:12 PM,Dwayne,Dawkins,Black,Male,DT3,Detective,INT FIO PRG,02544,1,1
952642,No,04/02/2018 01:35:54 PM,Robert,Dazzo,White,Male,POM,Police Officer,006 PCT,25935,4,0
952643,Yes,08/03/2026 03:51:12 PM,Christopher,Demenezes,Hispanic,Male,PO,Police Officer,LEG BUR,22185,4,1
952644,Yes,08/03/2026 03:51:12 PM,Jennifer,Guzman,White,Female,PO,Police Officer,111 PCT,16932,1,0
952645,Yes,08/03/2026 03:51:12 PM,John,Dean,White,Male,DT3,Detective,INT FIO PRG,07566,6,0
952646,No,10/02/2018 06:55:00 AM,David,Deblasio,White,Male,POM,Police Officer,MTN PCT,22841,0,0
952647,Yes,08/03/2026 03:51:12 PM,Douglas,Debonet,Hispanic,Male,PO,Police Officer,Q COURT,23177,2,0
952648,Yes,08/03/2026 03:51:12 PM,Louis,Defranco,White,Male,DTS,Detective,122 PCT,01794,8,0
952649,Yes,08/03/2026 03:51:12 PM,Claymont,Defreitas,Black,Male,PO,Police Officer,104 PCT,20198,4,1
952650,No,08/02/2024 08:50:25 AM,Derek,Dehorta,Hispanic,Male,PO,Police Officer,DBMS,31459,0,0
952651,Yes,08/03/2026 03:51:12 PM,Steven,Dejesussmith,Hispanic,Male,PO,Police Officer,040 PCT,12283,4,1
952652,No,05/01/2014 04:23:18 PM,Ryan,Delage,White,Male,POM,Police Officer,PBQ/S,01319,0,0
952653,Yes,08/03/2026 03:51:12 PM,Jared,Delaney,Hispanic,Male,LT,Lieutenant,PBBN,00000,14,6
952654,Yes,08/03/2026 03:51:12 PM,Emmanuel,Deleon,Hispanic,Male,DT3,Detective,047 DET,01987,2,0
952655,No,12/03/2013 09:52:26 AM,Alejandro,Delgado,Hispanic,Male,POM,Police Officer,TB,31466,0,0
952656,No,03/01/2022 01:49:51 PM,Damon,Delgado,Hispanic,Male,SGT,Sergeant,103 PCT,05525,0,0
952657,Yes,08/03/2026 03:51:12 PM,Anowar,Raza,Asian,Male,PO,Police Officer,WTC CMD,00936,0,0
952658,Yes,08/03/2026 03:51:12 PM,Theresa,Delgado,Hispanic,Female,PO,Police Officer,108 PCT,18153,0,0
952659,Yes,08/03/2026 03:51:12 PM,Tiffany,Pedroza,Hispanic,Female,SGT,Sergeant,PBMN,01206,2,0
952660,No,01/03/2017 11:17:56 AM,Alfred,Delossantos,Hispanic,Male,POM,Police Officer,110 PCT,23192,1,0
952661,Yes,08/03/2026 03:51:12 PM,Ignacio,Delrio,Hispanic,Male,DT3,Detective,INT EPU,02582,3,1
952662,Yes,08/03/2026 03:51:12 PM,Michael,Delwey,White,Male,DT2,Detective,COMPSTAT ANL,04093,3,0
952663,No,02/01/2023 05:06:11 PM,Matthew,Demaio,White,Male,DT3,Detective,F S S,00441,4,2
952664,Yes,08/03/2026 03:51:12 PM,Nicole,Demarino,White,Female,LT,Lieutenant,MTS PCT,00000,0,0
952665,Yes,08/03/2026 03:51:12 PM,Thomas,Demery,White,Male,PO,Police Officer,HQ SEC,19181,0,0
952666,Yes,08/03/2026 03:51:12 PM,Jack,Deng,Asian,Male,SGT,Sergeant,BX STDS & ASMTS,03156,2,0
952667,Yes,08/03/2026 03:51:12 PM,Shane,Denully,Black,Male,DT3,Detective,BX TCS,07278,0,0
952668,Yes,08/03/2026 03:51:12 PM,Nicholas,Derleth,White,Male,SGT,Sergeant,101 PCT,04713,7,3
952669,Yes,08/03/2026 03:51:12 PM,Peter,Devincenzi,White,Male,PO,Police Officer,110 PCT,15360,3,0
952670,Yes,08/03/2026 03:51:12 PM,Francis,Devlin,White,Male,SGT,Sergeant,INT FIO PRG,03493,1,0
952671,No,08/01/2016 11:31:51 AM,Joshua,Deweese,White,Male,POM,Police Officer,PSA 6,04406,0,0
952673,Yes,08/03/2026 03:51:12 PM,Nicola,Diana,White,Male,PO,Police Officer,123 PCT,11303,0,0
952674,Yes,08/03/2026 03:51:12 PM,Aurie,Dias,Asian,Male,PO,Police Officer,066 PCT,28976,0,0
952675,Yes,08/03/2026 03:51:12 PM,Christopher,Diaz,Hispanic,Male,PO,Police Officer,LAB EVID&SECTY,22533,4,0
952676,Yes,08/03/2026 03:51:12 PM,Felicia,Diaz,Hispanic,Female,PO,Police Officer,BX COURT,22852,3,0
952677,Yes,08/03/2026 03:51:12 PM,Francisco,Diaz,Hispanic,Male,SGT,Sergeant,069 DET,03337,9,2
952678,Yes,08/03/2026 03:51:12 PM,Ginina,Diaz,Hispanic,Female,SGT,Sergeant,BXN CAS,04137,3,0
952679,Yes,08/03/2026 03:51:12 PM,Sendy,Diaz,Hispanic,Male,PO,Police Officer,079 PCT,23580,1,0
952680,No,12/26/2012 05:11:14 PM,Sherly,Diaz,Hispanic,Female,POF,Police Officer,REC TNG,23213,0,0
952681,Yes,08/03/2026 03:51:12 PM,Nicholas,Dicandia,White,Male,PO,Police Officer,112 PCT,23582,5,2
952682,Yes,08/03/2026 03:51:12 PM,James,Dick,White,Male,SGT,Sergeant,DB GLU,01372,3,2
952684,Yes,08/03/2026 03:51:12 PM,Robert,Difalco,White,Male,DT3,Detective,JFK TF,01807,0,0
952685,Yes,08/03/2026 03:51:12 PM,Brandon,Dildy,Black,Male,SGT,Sergeant,IAB IU 34,04602,3,1
952686,No,04/05/2017 11:37:32 AM,Kurt,Dilgen,White,Male,POM,Police Officer,121 PCT,12299,0,0
952687,Yes,08/03/2026 03:51:12 PM,Lynn,Dilieto,White,Female,DTS,Detective,TB CW VTF,03759,2,0
952688,Yes,08/03/2026 03:51:12 PM,Leon,Dinham,Black,Male,PO,Police Officer,BLDG MAINT,14174,1,0
952689,No,03/01/2017 10:48:29 AM,Robert,Dinuzzo,White,Male,POM,Police Officer,PSA 5,13012,5,2
952690,No,09/01/2017 12:56:41 PM,Thomas,Dipietro,White,Male,POM,Police Officer,120 PCT,06649,0,0
952691,Yes,08/03/2026 03:51:12 PM,Adnan,Dizdarevic,White,Male,LT,Lieutenant,BK STDS & ASMTS,00000,3,2
952692,Yes,08/03/2026 03:51:12 PM,Mikael,Djam,White,NA,DT3,Detective,RTCC,01271,1,1
952693,No,03/01/2022 01:49:51 PM,Kevin,Dominicci,Hispanic,Male,PO,Police Officer,PB HRD,24639,2,1
952694,Yes,08/03/2026 03:51:12 PM,Brian,Donohue,White,Male,DT3,Detective,DBXS VIDEO,01239,2,0
952695,Yes,08/03/2026 03:51:12 PM,Matthew,Doran,White,Male,SGT,Sergeant,AC ZONE I,04559,1,0
952696,No,12/01/2014 12:00:55 PM,Erik,Doughty,White,Male,POM,Police Officer,101 PCT,21914,0,0
952697,Yes,08/03/2026 03:51:12 PM,Steven,Droluk,White,Male,DT3,Detective,DRUG ENF TF,02725,3,0
952698,Yes,08/03/2026 03:51:12 PM,Eric,Droz,Hispanic,Male,DT3,Detective,SVU COMPSTAT,02813,2,1
952700,Yes,08/03/2026 03:51:12 PM,Edwin,Duran,Hispanic,Male,SGT DS,Sergeant,INT FIO PRG,01656,14,1
952701,No,07/25/2013 04:54:53 PM,Michael,Dwyer,White,Male,POM,Police Officer,PBBN,20247,0,0
952702,No,03/02/2026 11:00:16 AM,Yevgeny,Dym,White,Male,PO,Police Officer,061 PCT,18166,3,0
952703,Yes,08/03/2026 03:51:12 PM,Lucas,Nicolas,Black,Male,PO,Police Officer,TD 4,00804,10,1
952704,Yes,08/03/2026 03:51:12 PM,Cavin,Edwards,Black,Male,DT3,Detective,019 DET,06884,0,0
952705,No,10/03/2017 12:53:37 PM,Faiq,Elamin,Black,Male,POM,Police Officer,077 PCT,06660,0,0
952706,Yes,08/03/2026 03:51:12 PM,Kineta,Ellis,Black,Female,SGT,Sergeant,LIC DIV,03555,0,0
952707,No,06/01/2020 10:45:34 AM,Michael,Ellis,Black,Male,POM,Police Officer,063 PCT,24218,0,0
952708,Yes,08/03/2026 03:51:12 PM,Edward,Elvidge,White,Male,PO,Police Officer,TD 2,02856,2,1
952709,No,12/26/2012 05:11:14 PM,Elaine,Encisogutierrez,Hispanic,Female,POF,Police Officer,REC TNG,01373,0,0
952710,Yes,08/03/2026 03:51:12 PM,Laurence,Eng,Asian,Male,PO,Police Officer,071 PCT,22228,0,0
952711,No,05/01/2024 09:57:12 AM,Yomayra,Escalante,Hispanic,Female,PO,Police Officer,NARCBBX,22231,0,0
952712,Yes,08/03/2026 03:51:12 PM,Aimee,Escoffier,White,Female,SGT SA,Sergeant,CCCS,01292,1,0
952713,Yes,08/03/2026 03:51:12 PM,Artur,Espenberg,Hispanic,Male,DTS,Detective,ERMS PAS,04783,9,5
952714,Yes,08/03/2026 03:51:12 PM,Anthony,Esposito,White,Male,SGT,Sergeant,DBQS ECT,01983,0,0
952715,Yes,08/03/2026 03:51:12 PM,Ariel,Eusebio,Hispanic,Male,DT3,Detective,DBMN VIDEO,02910,1,0
952716,Yes,08/03/2026 03:51:12 PM,Zarabia,Evans,Black,Female,PO,Police Officer,HQ SEC,22545,0,0
952717,Yes,08/03/2026 03:51:12 PM,Andrew,Falcetti,White,Male,PO,Police Officer,Q COURT,12309,0,0
952718,No,10/03/2017 12:53:37 PM,Claudia,Familiaherrera,Hispanic,Female,POF,Police Officer,047 PCT,09825,1,0
952719,No,02/01/2024 09:15:05 AM,Mohamud,Farah,Black,Male,DT3,Detective,INT OAS,00234,0,0
952720,No,08/03/2015 03:37:39 PM,George,Farrell,White,Male,POM,Police Officer,010 PCT,02390,0,0
952721,No,04/02/2018 01:35:54 PM,Steven,Farrice,White,Male,POM,Police Officer,067 PCT,22858,3,0
952722,Yes,08/03/2026 03:51:12 PM,Mehran,Fayaz,Asian,Male,DT3,Detective,110 DET,04242,0,0
952723,Yes,08/03/2026 03:51:12 PM,James,Fenko,White,Male,SGT,Sergeant,122 PCT,01924,4,0
952724,Yes,08/03/2026 03:51:12 PM,Natalee,Marrero,Hispanic,Female,DTS,Detective,PBXN,03155,1,0
952725,No,07/03/2014 02:17:21 PM,Gregory,Festo,White,Male,POM,Police Officer,122 PCT,09908,0,0
952726,No,10/01/2015 01:01:34 PM,Carl,Ficalora,White,Male,POM,Police Officer,001 PCT,21923,0,0
952727,Yes,08/03/2026 03:51:12 PM,Patrick,Fienga,White,Male,SGT,Sergeant,007 PCT,03558,0,0
952728,Yes,08/03/2026 03:51:12 PM,Jhonny,Figueroa,Hispanic,Male,SGT,Sergeant,IAB,02197,0,0
952729,Yes,08/03/2026 03:51:12 PM,Keith,Figueroa,Hispanic,Male,DT2,Detective,DB GVSU,02736,4,1
952730,Yes,08/03/2026 03:51:12 PM,Manuel,Figueroa,Hispanic,Male,SGT,Sergeant,047 PCT,02802,1,0
952731,Yes,08/03/2026 03:51:12 PM,Steven,Figueroa,Hispanic,Male,PO,Police Officer,CRC,30882,2,0
952732,No,09/01/2020 11:56:13 AM,Voncile,Alvarado,Hispanic,Female,POF,Police Officer,MAN CT,26170,1,0
952733,Yes,08/03/2026 03:51:12 PM,Mark,Finelli,White,Male,LT,Lieutenant,109 DET,00000,5,1
952734,Yes,08/03/2026 03:51:12 PM,Thomas,Fiorella,White,Male,SGT,Sergeant,062 PCT,01718,3,0
952735,Yes,08/03/2026 03:51:12 PM,Denis,Fitzgerald,White,Male,LT,Lieutenant,CW TRAF TF,00000,2,0
952736,Yes,08/03/2026 03:51:12 PM,Michael,Fitzpatrick,White,Male,PO,Police Officer,020 PCT,26212,1,0
952737,Yes,08/03/2026 03:51:12 PM,Rochelle,Fleary,Black,Female,LT,Lieutenant,PBQS,00000,2,0
952738,Yes,08/03/2026 03:51:12 PM,Ariel,Florentino,Hispanic,Male,DT3,Detective,SVU CW HU TR SQ,05590,4,0
952739,No,01/07/2013 05:26:26 PM,Maritza,Fludd,Black,Female,POF,Police Officer,REC TNG,24219,0,0
952740,Yes,08/03/2026 03:51:12 PM,Veronika,Folvarsky,White,Female,SGT,Sergeant,PBSI SU FERRY,04322,4,1
952741,Yes,08/03/2026 03:51:12 PM,Suzanne,Badalamenti,White,Female,DT3,Detective,090 DET,04685,0,0
952742,Yes,08/03/2026 03:51:12 PM,Michael,Forster,White,Male,DT3,Detective,JFK TF,01250,2,0
952743,Yes,08/03/2026 03:51:12 PM,Gregory,Fortunato,White,Male,SGT,Sergeant,ESS 05,01451,4,0
952744,Yes,08/03/2026 03:51:12 PM,Victor,Tavarez,Hispanic,Male,LT,Lieutenant,TD 3,00000,2,1
952745,No,05/02/2023 09:58:57 AM,Meaghan,Fox,White,Female,PO,Police Officer,105 PCT,29327,2,0
952746,No,03/29/2013 09:33:58 AM,Russell,Fragale,White,Male,POM,Police Officer,PSA 2,23971,0,0
952747,Yes,08/03/2026 03:51:12 PM,Spiros,Frangatos,White,Male,LT,Lieutenant,104 PCT,00000,2,1
952748,No,07/25/2013 04:54:53 PM,Nicholas,Franzago,White,Male,POM,Police Officer,PSA 5,00452,0,0
952749,No,12/01/2020 01:34:33 PM,Daniel,Frasca,White,Male,POM,Police Officer,PSA 9,23279,1,0
952750,Yes,08/03/2026 03:51:12 PM,Nodia,Freckleton,Black,Female,PO,Police Officer,SS DIV,20387,0,0
952751,No,06/01/2026 10:29:07 AM,Andrew,Frey,White,Male,PO,Police Officer,STOL PROP INQ UN,20425,2,1
952752,Yes,08/03/2026 03:51:12 PM,Alicia,Dionisi,White,Female,DT2,Detective,BKROBSQ,03408,2,0
952753,No,07/06/2022 11:29:33 AM,Timothy,Frohberg,White,Male,SGT,Sergeant,067 PCT,04329,0,0
952754,Yes,08/03/2026 03:51:12 PM,Howan,Fung,Asian,Male,DT2,Detective,DB INV SUPP,00019,0,0
952755,Yes,08/03/2026 03:51:12 PM,Johnny,Fung,Asian,Male,PO,Police Officer,005 PCT,31739,1,0
952756,Yes,08/03/2026 03:51:12 PM,Evan,Gales,White,Male,SGT,Sergeant,INT CIS,05215,2,0
952757,Yes,08/03/2026 03:51:12 PM,Nikki,Mee,White,Female,PO,Police Officer,ITSD,30891,0,0
952758,Yes,08/03/2026 03:51:12 PM,Kevin,Gallagher,White,Male,LT,Lieutenant,077 PCT,00000,2,1
952759,Yes,08/03/2026 03:51:12 PM,Cristian,Gallardo,Hispanic,Male,PO,Police Officer,SRG,12592,0,0
952760,Yes,08/03/2026 03:51:12 PM,Kenneth,Gallart,White,Male,PO,Police Officer,BK COURT,07440,2,1
952761,Yes,08/03/2026 03:51:12 PM,Belkin,Garcia,Hispanic,Female,PO,Police Officer,013 PCT,01435,1,0
952762,Yes,08/03/2026 03:51:12 PM,Francisco,Garcia,Hispanic,Male,PO,Police Officer,PBXS YANKEE,02866,1,0
952763,No,10/01/2020 10:12:04 AM,Francisco,Garcia,Hispanic,Male,POM,Police Officer,PSA 1,19234,6,0
952764,Yes,08/03/2026 03:51:12 PM,Jesus,Garcia,Hispanic,Male,PO,Police Officer,MELD,23998,0,0
952765,No,03/01/2019 12:00:54 PM,Belinda,Gardner,Black,Female,POF,Police Officer,QM SEC,13042,0,0
952766,Yes,08/03/2026 03:51:12 PM,Maximillian,Gardner,White,Male,DTS,Detective,TB,03279,2,0
952767,Yes,08/03/2026 03:51:12 PM,Edward,Gaston,Black,Male,SGT,Sergeant,UPTU,05386,2,0
952768,Yes,08/03/2026 03:51:12 PM,Rodson,Gayle,Black,Male,PO,Police Officer,048 PCT,01451,1,0
952769,Yes,08/03/2026 03:51:12 PM,Kevin,Gaynor,White,Male,SGT,Sergeant,106 PCT,04634,2,0
952770,Yes,08/03/2026 03:51:12 PM,Anthony,Gazis,White,Male,SGT,Sergeant,109 DET,00933,0,0
952771,Yes,08/03/2026 03:51:12 PM,Justin,Gelband,White,Male,DTS,Detective,TB K9,03108,3,0
952772,No,05/03/2016 09:42:59 AM,Joseph,Genchi,White,Male,POM,Police Officer,C R C,13091,0,0
952773,No,06/02/2023 03:03:00 PM,Giuseppe,Gentile,White,Male,PO,Police Officer,SRG 2,09948,3,1
952774,No,12/02/2019 12:43:11 PM,Gina,George,White,Female,POF,Police Officer,PSA 9,22862,1,0
952775,Yes,08/03/2026 03:51:12 PM,Thomas,Gerding,White,Male,SGT,Sergeant,QNROBSQ,03212,0,0
952776,Yes,08/03/2026 03:51:12 PM,Jeovany,Geronimo,Hispanic,Male,DT3,Detective,046 DET,00887,3,0
952777,Yes,08/03/2026 03:51:12 PM,Michael,Geyer,White,Male,LT,Lieutenant,094 PCT,00000,5,0
952778,Yes,08/03/2026 03:51:12 PM,Johnpaul,Giacona,White,Male,LT,Lieutenant,DVU ZONE 3,00000,1,1
952779,No,05/03/2016 09:42:59 AM,Joseph,Giattino,White,Male,POM,Police Officer,R M D,12606,0,0
952780,Yes,08/03/2026 03:51:12 PM,Michael,Gibbons,White,Male,SGT,Sergeant,048 PCT,04170,3,1
952781,Yes,08/03/2026 03:51:12 PM,Robert,Giery,White,Male,DT3,Detective,INT FIO PRG,00755,3,1
952782,Yes,08/03/2026 03:51:12 PM,Johan,Gil,Hispanic,Male,PO,Police Officer,032 PCT,15491,0,0
952783,Yes,08/03/2026 03:51:12 PM,Thomas,Gilmartin,White,Male,PO,Police Officer,116 PCT,23304,1,0
952784,Yes,08/03/2026 03:51:12 PM,Pierre,Giraud,Black,Male,SGT,Sergeant,100 PCT,00350,1,0
952785,Yes,08/03/2026 03:51:12 PM,Fatmir,Gjonbalaj,White,Male,PO,Police Officer,PSA 7,31476,3,1
952786,Yes,08/03/2026 03:51:12 PM,Magdalena,Witkowski,White,Female,DTS,Detective,PBBN,01861,0,0
952787,Yes,08/03/2026 03:51:12 PM,Mark,Gniazdo,White,Male,PO,Police Officer,WTC CMD,19274,0,0
952788,No,11/03/2014 03:29:46 PM,Christophe,Godek,White,Male,POM,Police Officer,105 PCT,30998,0,0
952789,Yes,08/03/2026 03:51:12 PM,Amaury,Gomez,Hispanic,Male,SGT,Sergeant,CRC,03454,1,0
952790,Yes,08/03/2026 03:51:12 PM,Ramona,Gomez,Hispanic,Female,PO,Police Officer,HQ SEC,08414,1,0
952791,Yes,08/03/2026 03:51:12 PM,Roberto,Gomez,Hispanic,Male,PO,Police Officer,MTS PCT,06769,4,1
952792,Yes,08/03/2026 03:51:12 PM,Angel,Gonzalez,Hispanic,Male,PO,Police Officer,DRUG ENF TF,15493,1,0
952793,Yes,08/03/2026 03:51:12 PM,Anthony,Gonzalez,Hispanic,Male,PO,Police Officer,PBMS SCOOTER,00518,4,0
952794,Yes,08/03/2026 03:51:12 PM,Edwin,Gonzalez,Hispanic,Male,PO,Police Officer,005 PCT,13640,0,0
952795,Yes,08/03/2026 03:51:12 PM,John,Gonzalez,Hispanic,Male,PO,Police Officer,100 PCT,20430,2,0
952797,Yes,08/03/2026 03:51:12 PM,Michael,Gonzalez,Hispanic,Male,PO,Police Officer,104 PCT,12364,3,0
952798,No,09/04/2012 11:40:26 AM,Nasario,Gonzalez,Hispanic,Male,POM,Police Officer,REC TNG,11316,0,0
952799,Yes,08/03/2026 03:51:12 PM,Samuel,Gonzalez,Hispanic,Male,DTS,Detective,LEG BUR,07688,0,0
952800,Yes,08/03/2026 03:51:12 PM,Stephanie,Worley,Hispanic,Female,SGT,Sergeant,044 PCT,03624,0,0
952801,Yes,08/03/2026 03:51:12 PM,Nakia,Goodman,Black,Female,PO,Police Officer,MGMT ANL,04782,0,0
952802,Yes,08/03/2026 03:51:12 PM,Justin,Goon,Asian,Male,DT2,Detective,SVU COMPSTAT,03372,0,0
952803,Yes,08/03/2026 03:51:12 PM,Patrick,Gordon,Black,Male,LT,Lieutenant,LIAIS UNIT,00000,5,0
952804,Yes,08/03/2026 03:51:12 PM,Eliasaph,Goulbourne,Black,Male,DT2,Detective,ESS 02,03485,2,0
952805,No,04/01/2025 10:25:24 AM,Robert,Gould,Hispanic,Male,PO,Police Officer,P S B,12374,3,0
952806,Yes,08/03/2026 03:51:12 PM,Brendan,Grace,White,Male,LT,Lieutenant,040 DET,00000,6,1
952807,Yes,08/03/2026 03:51:12 PM,Jonathan,Grajales,Hispanic,Male,LT,Lieutenant,090 PCT,00000,4,2
952808,Yes,08/03/2026 03:51:12 PM,Nijia,Li,Black,Female,PO,Police Officer,111 PCT,21950,1,0
952809,Yes,08/03/2026 03:51:12 PM,Shalanta,Greene,Black,Female,PO,Police Officer,TD 1,15508,1,0
952810,Yes,08/03/2026 03:51:12 PM,Robert,Grella,White,Male,PO,Police Officer,063 PCT,24664,2,0
952811,Yes,08/03/2026 03:51:12 PM,Matthew,Grilo,White,Male,PO,Police Officer,HWY STS,21976,2,0
952812,Yes,08/03/2026 03:51:12 PM,Jeremy,Grossman,White,Male,SGT,Sergeant,067 PCT,00839,7,1
952813,Yes,08/03/2026 03:51:12 PM,Nicholas,Groth,White,Male,LT,Lieutenant,ESU,00000,1,0
952814,Yes,08/03/2026 03:51:12 PM,Vincent,Guerriero,White,Male,PO,Police Officer,CT OSS,04959,0,0
952815,Yes,08/03/2026 03:51:12 PM,Kelvin,Guillen,Hispanic,Male,DT3,Detective,047 DET,01406,1,0
952816,Yes,08/03/2026 03:51:12 PM,Nicholas,Gullo,White,Male,DTS,Detective,103 PCT,03532,3,0
952817,No,09/02/2014 10:56:48 AM,John,Guzman,Hispanic,Male,POM,Police Officer,TB DT32,17039,0,0
952818,Yes,08/03/2026 03:51:12 PM,Jose,Guzman,Hispanic,Male,PO,Police Officer,LIC DIV,18217,2,0
952819,Yes,08/03/2026 03:51:12 PM,Justin,Guzman,Hispanic,Male,DT3,Detective,111 DET,02185,0,0
952820,Yes,08/03/2026 03:51:12 PM,Tenzin,Gyaltsen,Asian,Male,SGT,Sergeant,POL ACAD,01894,1,0
952821,No,01/07/2013 05:26:26 PM,Derrick,Hackett,Black,Male,POM,Police Officer,REC TNG,31011,0,0
952822,Yes,08/03/2026 03:51:12 PM,Tiffany,Halliday,Black,Female,PO,Police Officer,SSD YRT,06892,2,0
952823,Yes,08/03/2026 03:51:12 PM,Redmond,Halpern,White,Male,DT3,Detective,MC UNIT,02880,0,0
952824,No,12/01/2014 12:00:55 PM,James,Halpin,White,Male,POM,Police Officer,005 PCT,01547,0,0
952825,Yes,08/03/2026 03:51:12 PM,Karl,Hanisch,White,Male,SGT,Sergeant,PBBN,00454,4,1
952827,Yes,08/03/2026 03:51:12 PM,David,Hansen,White,Male,DT3,Detective,NARCBBS,04486,1,0
952828,Yes,08/03/2026 03:51:12 PM,Md,Haque,Asian,Male,PO,Police Officer,046 PCT,12377,2,0
952829,Yes,08/03/2026 03:51:12 PM,Md,Haquealamin,Asian,Male,PO,Police Officer,040 PCT,24027,3,0
952830,Yes,08/03/2026 03:51:12 PM,Octavian,Hardy,Black,Male,SGT,Sergeant,IAB GRP 26,05099,1,0
952831,Yes,08/03/2026 03:51:12 PM,James,Harkins,White,Male,DT2,Detective,VGANG TF,02705,4,0
952832,Yes,08/03/2026 03:51:12 PM,Patrick,Harloff,White,Male,PO,Police Officer,TB CW VTF,24029,0,0
952833,No,12/02/2024 06:52:10 PM,David,Harris,White,Male,PO,Police Officer,ESU K9,08543,4,1
952834,No,01/04/2021 09:10:03 AM,John,Hasiotis,White,Male,DT3,Detective,T.A.R.U,7159,0,0
952835,Yes,08/03/2026 03:51:12 PM,Gabrielle,Haskins,Hispanic,Female,LT,Lieutenant,IAB IU 34,00000,2,1
952836,No,01/06/2014 11:10:57 AM,Michael,Hayes,White,Male,POM,Police Officer,049 PCT,09999,4,0
952837,Yes,08/03/2026 03:51:12 PM,Durell,Heckstall,Black,Male,SGT,Sergeant,TD 23,00421,1,0
952838,Yes,08/03/2026 03:51:12 PM,Andrew,Heidanus,Hispanic,Male,SGT,Sergeant,WTC CMD,01311,2,0
952839,Yes,08/03/2026 03:51:12 PM,Brian,Heisinger,White,Male,DT3,Detective,103 DET,01421,2,0
952840,Yes,08/03/2026 03:51:12 PM,Lauren,Helmeset,White,Female,DT3,Detective,MTS DET,01206,1,0
952841,No,12/02/2019 12:43:11 PM,Brian,Hemsworth,White,Male,POM,Police Officer,SRG 5,12612,0,0
952842,Yes,08/03/2026 03:51:12 PM,Randy,Henriquez,Hispanic,Male,SGT,Sergeant,044 PCT,00259,7,0
952843,No,07/06/2022 11:29:33 AM,Henry,Hernandez,Hispanic,Male,PO,Police Officer,CRC,20526,0,0
952844,Yes,08/03/2026 03:51:12 PM,John,Hernandez,Hispanic,Male,PO,Police Officer,042 PCT,22889,0,0
952845,No,06/01/2026 10:29:07 AM,Suleidy,Hernandez,Hispanic,Female,PO,Police Officer,M WARRANT SQD,22554,1,0
952846,Yes,08/03/2026 03:51:12 PM,Carina,Herrera,Hispanic,Female,DT3,Detective,BX CHILD,05036,0,0
952847,Yes,08/03/2026 03:51:12 PM,Carlos,Herrera,Hispanic,Male,LT,Lieutenant,UPTU,00000,7,2
952848,Yes,08/03/2026 03:51:12 PM,Richard,Herrerabayas,Hispanic,Male,LT,Lieutenant,UPTU,00000,0,0
952849,Yes,08/03/2026 03:51:12 PM,Caitlin,Higgins,White,Female,DT3,Detective,GVSU Z1,06108,1,0
952850,Yes,08/03/2026 03:51:12 PM,Jonathan,Hili,White,Male,PO,Police Officer,CCCS JUV STRAT,19287,1,0
952851,No,10/02/2014 09:05:07 AM,Latoya,Warren,Black,Female,POF,Police Officer,PSA 9,03676,0,0
952852,No,01/12/2015 08:58:20 AM,Said,Hilowle,Black,Male,POM,Police Officer,TB,24668,0,0
952853,Yes,08/03/2026 03:51:12 PM,Jarret,Hinson,Black,Male,LT,Lieutenant,TD 2,00000,1,0
